record_id,phytoplasma,host_group,country,reference,family,species
2415,16SrII ,plant,Golan,Weintraub et al 2007,Caryophyllaceae,Gypsophila sp.
2416,16SrVI ,plant,Golan,Weintraub et al 2007,Lamiaceae,Lavandula sp.
2417,16SrXII A,plant,Golan,Weintraub et al 2007,Gentianaceae,Lisianthus sp.
2418,16SrII ,plant,Golan,Weintraub et al 2007,Plumbaginaceae,Limonium hybrids
2419,16SrV ,plant,Golan,Weintraub et al 2007,Plumbaginaceae,Limonium hybrids
2420,16SrIX ,plant,Golan,Weintraub et al 2007,Plumbaginaceae,Limonium hybrids
2421,16SrII ,plant,Golan,Weintraub et al 2007,Nyctaginaceae,Mirabilis jalapa
2422,16SrVI ,plant,Golan,Weintraub et al 2007,Asteraceae,Verbesia encelioides
2423,16SrXII A,plant,Golan,Weintraub et al 2007,Rosaceae,Prunus armeniaca
2424,16SrI ,plant,Golan,Weintraub et al 2007,Vitaceae,Vitis vinifera
2425,16SrIII ,plant,Golan,Weintraub et al 2007,Vitaceae,Vitis vinifera
2426,16SrXII A,plant,Golan,Weintraub et al 2007,Vitaceae,Vitis vinifera
2427,16SrXII A,plant,Golan,Weintraub et al 2007,Caricaceae,Carica papaya
2428,16SrVI ,plant,Golan,Weintraub et al 2007,Rosaceae,Prunus avium
2429,16SrI ,plant,Golan,Weintraub et al 2007,Apiaceae,Daucus carota
2430,16SrIII ,plant,Golan,Weintraub et al 2007,Apiaceae,Daucus carota
2431,16SrV ,plant,Golan,Weintraub et al 2007,Apiaceae,Daucus carota
2432,16SrXII A,plant,Golan,Weintraub et al 2007,Piperaceae,Piper nigrum
2433,16SrXII A,plant,Veneto,Mori et al 2012,Portulacaceae,Portulaca oleracea
2434,16SrV A,plant,Italy,Bertaccini 2012,Vitaceae,Vitis vinifera
2435,16SrV D,plant,Croatia,Seruga Music et al 2011,Vitaceae,Vitis vinifera
2436,16SrXII A,plant,Croatia,Seruga Music et al 2011,Vitaceae,Vitis vinifera
2437,16SrV D,plant,Slovenia,Mehle et al 2011,Vitaceae,Vitis vinifera
2438,16SrX B,plant,Italy,Bertaccini 2012,Vitaceae,Vitis vinifera
2439,16SrXII A,plant,Georgia,Quaglino et al 2014,Vitaceae,Vitis vinifera
2440,16SrXII A,plant,Georgia,Quaglino et al 2014,Convolvulaceae,Convolvulus arvensis
2441,16SrXII H,plant,Georgia,Quaglino et al 2014,Convolvulaceae,Convolvulus arvensis
2442,16SrXII A,plant,Azerbaijan,Huseynova et al 2012,Vitaceae,Vitis vinifera
2443,16SrI B,plant,South Africa,Kruger et al 2015,Apocynaceae,Catharanthus roseus
2444,16SrI B,plant,South Africa,Kruger et al 2015,Asteraceae,Bidens bipinnata
2445,16SrI B,plant,South Africa,Kruger et al 2015,Asteraceae,Erigeron bonariensis
2446,16SrI B,plant,South Africa,Kruger et al 2015,Asteraceae,Sonchus oleraceus
2447,16SrI B,plant,South Africa,Kruger et al 2015,Brassicaceae,Raphanus raphanistrum
2448,16SrI B,plant,South Africa,Kruger et al 2015,Cucurbitaceae,Cucurbita sp.
2449,16SrI B,plant,South Africa,Kruger et al 2015,Poaceae,Setaria verticillata
2450,16SrI B,plant,South Africa,Kruger et al 2015,Poaceae,Triticosecale sp.
2451,16SrI B,plant,South Africa,Kruger et al 2015,Poaceae,Zea mays
2452,16SrI B,plant,South Africa,Kruger et al 2015,Urticaceae,Urtica urens
2453,16SrXII E,plant,United Kingdom,IPPC 2014,Betulaceae,Corylus spp.
2454,16SrX B,plant,United Kingdom,Davies & Adams 2000,Rosaceae,Prunus armeniaca
2455,16SrI ,plant,United Kingdom,Reeder & Arocha 2007,Asteraceae,Senecio jacobaea
2456,16SrI ,plant,Alberta,Chang et al 2000,Asteraceae,Senecio vulgare
2457,16SrI ,plant,United Kingdom,Nisbet et al 2014,Apiaceae,Daucus carota
2458,16SrI ,plant,United Kingdom,Jones & Arocha 2006,Plantaginaceae,Veronica scutellata
2459,16SrI ,plant,United Kingdom,Flint 2009,Xanthorrhoeaceae,Hemerocallis lilioasphodelus
2460,16SrI ,plant,United Kingdom,Flint 2009,Rosaceae,Malus sp.
2461,16SrI ,plant,United Kingdom,Flint 2009,Apiaceae,Daucus carota
2462,16SrI S,plant,Brazil,Alves et al 2017,Malvaceae,Waltheria indica
2463,16SrXII A,plant,Azerbaijan,Balakishiyeva et al 2013,Rosaceae,Prunus avium
2464,16SrXII A,plant,Azerbaijan,Balakishiyeva et al 2013,Solanaceae,Capsicum annuum
2465,16SrXII A,plant,Azerbaijan,Balakishiyeva et al 2013,Solanaceae,Solanum melongena
2466,16SrXV A,plant,Azerbaijan,Balakishiyeva et al 2010,Rosaceae,Prunus persicae
2467,16SrX B,plant,Azerbaijan,Balakishiyeva et al 2010,Rosaceae,Prunus myrobolan
2468,16SrX B,plant,Azerbaijan,Balakishiyeva et al 2010,Rosaceae,Prunus cerasifera
2469,16SrX B,plant,Azerbaijan,Balakishiyeva et al 2010,Rosaceae,Prunus avium
2470,16SrXII A,plant,Azerbaijan,Balakishiyeva et al 2010,Rosaceae,Mespilus germanica
2471,16SrXII A,plant,Azerbaijan,Balakishiyeva et al 2010,Rosaceae,Prunus avium
2472,16SrXII A,plant,Azerbaijan,Balakishiyeva et al 2010,Piperaceae,Piper nigrum
2473,16SrXII A,plant,Azerbaijan,Balakishiyeva et al 2010,Solanaceae,Solanum lycopersicum
2474,16SrXII A,plant,Azerbaijan,Balakishiyeva et al 2010,Solanaceae,Solanum melongena
2475,16SrI B,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2476,16SrI C,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2477,16SrI P,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2478,16SrXII A,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2479,16SrIII B,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2480,16SrIII A,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2481,16SrII A,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2482,16SrVI A,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2483,16SrVI B,plant,Russia,Girsova et al 2015,Solanaceae,Solanum tuberosum
2484,16SrXII ,plant,Georgia,Samudzheva 1949,Convolvulaceae,Convolvulus arvensis
2485,16SrI J,plant,India,Khan & Raj 2006,Solanaceae,Capsicum annuum
2486,16SrXIV A,plant,India,Ghosh et al 2017,Rutaceae,Citrus aurantifolia
2487,16SrVI D,plant,India,Gopala et al 2016,Asteraceae,Lactuca sativa
2488,16SrI B,plant,India,Raj et al 2008,Asteraceae,Parthenium hysterophorus
2489,16SrII D,plant,India,Thorat et al 2016a,Asteraceae,Parthenium hysterophorus
2490,16SrII ,plant,India,Naik et al 2015,Asteraceae,Parthenium hysterophorus
2491,16SrII A,plant,India,Singh et al 2016,Pedaliaceae,Sesamum indicum
2492,16SrII C,plant,India,Madhupriya et al 2015a,Pedaliaceae,Sesamum indicum
2493,16SrII D,plant,India,Thorat et al 2016a,Pedaliaceae,Sesamum indicum
2494,16SrI ,plant,India,unpublished,Solanaceae,Solanum melongena
2495,16SrII B,plant,India,Thilagavathi et al 2011,Amaranthaceae,Beta vulgaris
2496,16SrXI F,plant,India,Yadav et al 2017,Poaceae,Saccharum hybrids
2497,16SrI B,plant,India,Kumar et al 2015a,Poaceae,Saccharum hybrids
2498,16SrXI B,plant,India,Rao et al 2014,Poaceae,Saccharum hybrids
2499,16SrXIV ,plant,India,unpublished,Poaceae,Saccharum hybrids
2500,16SrXII A,plant,India,Gaur et al 2008,Poaceae,Saccharum hybrids
2501,16SrXXIV A,plant,India,Samad et al 2011a,Asteraceae,Stevia rebaudiana
2502,16SrI B,plant,India,Valarmathi et al 2013,Poaceae,Oryza sativa
2503,16SrI ,plant,India,Kumar et al 2010b,Poaceae,Pennisetum glaucum
2504,16SrXI B,plant,India,Rao et al 2017a,Poaceae,Triticum vulgare
2505,16SrI ,plant,India,Rao et al 2017b,Poaceae,Zea mays
2506,16SrXI D,plant,India,Rao et al 2017c,Sapindaceae,Litchi chinensis
2507,16SrXIV A,plant,India,Rao et al 2017c,Sapindaceae,Litchi chinensis
2508,16SrI ,plant,India,unpublished,Anacardiaceae,Mangifera indica
2509,16SrI A,plant,India,Singh et al 2014,Rosaceae,Prunus persicae
2510,16SrII ,plant,India,unpublished,Rosaceae,Prunus persicae
2511,16SrV ,plant,India,unpublished,Rosaceae,Prunus persicae
2512,16SrI B,plant,India,Kumar et al 2014,Rosaceae,Prunus communis
2513,16SrV ,plant,India,Khan et al 2008b,Rhamnaceae,Ziziphus nummularia
2514,16SrV ,plant,India,Yadav et al 2014,Rhamnaceae,Ziziphus oenoplia
2515,16SrI ,plant,India,Kumar et al 2012a,Malvaceae,Abelmoschus esculentus
2516,16SrXI ,plant,India,Goel et al 2017,Amaryllidaceae,Allium cepa
2517,16SrIX ,plant,India,Goel et al 2017,Amaryllidaceae,Allium cepa
2518,16SrXI ,plant,India,Goel et al 2017,Amaryllidaceae,Allium sativum
2519,16SrVI ,plant,India,Gopala et al 2016,Apiaceae,Apium graveolens
2520,16SrII ,plant,India,unpublished,Brassicaceae,Brassica oleracea
2521,16SrVI D,plant,India,Gopala et al 2016,Brassicaceae,Brassica oleracea
2522,16SrI ,plant,India,Gopala et al 2016,Cucurbitaceae,Cucurbita pepo
2523,16SrII D,plant,India,Naik et al 2015,Fabaceae,Lablab purpureus
2524,16SrI ,plant,India,unpublished,Cucurbitaceae,Lagenaria sineria
2525,16SrI ,plant,India,unpublished,Cucurbitaceae,Luffa cylindrica
2526,16SrI ,plant,India,Venkataravanappa et al 2017,Cucurbitaceae,Momordica charantia
2527,16SrII D,plant,India,Swarnalatha & Reddy 2014,Solanaceae,Solanum lycopersicum
2528,16SrI ,plant,India,Tiwari et al 2013,Solanaceae,Solanum tuberosum
2529,16SrI B,plant,India,Raj et al 2008,Fabaceae,Cajanus cajan
2530,16SrIX C,plant,India,Rao et al 2017d,Fabaceae,Cajanus cajan
2531,16SrII D,plant,India,unpublished,Fabaceae,Cicer arietinum
2532,16SrVI D,plant,India,Rao et al 2017d,Fabaceae,Lens culinaris
2533,16SrII D,plant,India,Reddy et al 2014,Fabaceae,Vigna mungo
2534,16SrXIV A,plant,India,Rao et al 2017d,Fabaceae,Vigna unguiculata
2535,16SrII ,plant,India,unpublished,Fabaceae,Vigna unguiculata
2536,16SrI ,plant,India,Thorat et al 2016a,Fabaceae,Vigna unguiculata
2537,16SrII D,plant,India,Raj et al 2007b,Apocynaceae,Adenium obesum
2538,16SrVI D,plant,India,Khasa et al 2016,Apocynaceae,Allamanda cathartica
2539,16SrI ,plant,India,Singh et al 2011,Alstroemeriaceae,Alstroemeria psittacina
2540,16SrII ,plant,India,Arocha et al 2009,Amaranthaceae,Amaranthus sp.
2541,16SrI ,plant,India,Rao & Khurana 2013b,Asteraceae,Brachyscome sp.
2542,16SrII D,plant,India,Mahadevakumar et al 2016,Asteraceae,Callistephus chinensis
2543,16SrIX C,plant,India,Shukla et al 2014,Aizoaceae,Carpobrotus edulis
2544,16SrI B,plant,India,Chaturvedi et al 2009a,Apocynaceae,Catharanthus roseus
2545,16SrI C,plant,India,Chaturvedi et al 2009a,Apocynaceae,Catharanthus roseus
2546,16SrI B,plant,India,unpublished,Amaranthaceae,Celosia argentea
2547,16SrII D,plant,India,unpublished,Amaranthaceae,Celosia argentea
2548,16SrII A,plant,India,Yadav et al 2015b,Asteraceae,Chrysanthemum indicum
2549,16SrII ,plant,India,unpublished,Asteraceae,Chrysanthemum murifolium
2550,16SrI ,plant,India,Raj et al 2007a,Asteraceae,Chrysanthemum murifolium
2551,16SrI B,plant,India,Tiwari et al 2014,Euphorbiaceae,Cadiaeum variegatum
2552,16SrI D,plant,India,Tiwari et al 2014,Euphorbiaceae,Cadiaeum variegatum
2553,16SrI ,plant,India,Singh et al 2011,Verbenaceae,Duranta erecta
2554,16SrI ,plant,India,Gautam et al 2015,Asteraceae,Gerbera jamesonii
2555,16SrI I,plant,India,Raj et al 2009a,Iridaceae,Gladiolus sp.
2556,16SrI F,plant,India,Chaturvedi et al 2010a,Malvaceae,Hibiscus rosa-sinensis
2557,16SrVI D,plant,India,Khasa et al 2016,Malvaceae,Hibiscus rosa-sinensis
2558,16SrXI B,plant,India,Madhupriya et al 2015b,Oleaceae,Jasminum sambac
2559,16SrXIV A,plant,India,Tiwari et al 2016b,Acanthaceae,Justicia gendarussa
2560,16SrII ,plant,India,Kumar et al 2012c,Nyctaginaceae,Mirabilis jalapa
2561,16SrI ,plant,India,Madhupriya et al 2014a,Solanaceae,Petunia hybrida
2562,16SrI ,plant,India,Singh et al 2011,Solanaceae,Petunia sp.
2563,16SrIX C,plant,India,Rao & Khurana 2013a,Polemoniaceae,Phlox drummondii
2564,16SrI D,plant,India,Chaturvedi et al 2009b,Rosaceae,Rosa alba
2565,16SrI B,plant,India,Madhupriya et al 2017,Rosaceae,Rosa hybrid
2566,16SrII D,plant,India,Madhupriya et al 2017,Rosaceae,Rosa hybrid
2567,16SrVI D,plant,India,Khasa et al 2016,Caryophyllaceae,Saponaria sp.
2568,16SrII G,plant,India,Arocha et al 2009,Asteraceae,Tagetes erecta
2569,16SrI B,plant,India,Singh et al 2011,Asteraceae,Tagetes erecta
2570,16SrXI B,plant,India,unpublished,Asteraceae,Tagetes minuta
2571,16SrI ,plant,India,Shukla et al 2015,Violaceae,Viola tricolor
2572,16SrIX C,plant,India,Azadvar et al 2009,Brassicaceae,Brassica rapa
2573,16SrXI B,plant,India,Rao et al 2016,Brassicaceae,Brassica juncea
2574,16SrVI D,plant,India,Rao et al 2016,Brassicaceae,Brassica juncea
2575,16SrI ,plant,India,Kumar et al 2014,Fabaceae,Glycine max
2576,16SrII D,plant,India,Thorat et al 2016b,Fabaceae,Glycine max
2577,16SrI B,plant,India,Biswas et al 2014a,Linaceae,Linum usitatissimum
2578,16SrVI ,plant,India,Biswas et al 2014b,Linaceae,Linum usitatissimum
2579,16SrI B,plant,India,Muddumadiah et al 2014,Arecaceae,Areca catechu
2580,16SrIX ,plant,India,Manimekalai et al 2013a,Arecaceae,Areca catechu
2581,16SrIX ,plant,India,Manimekalai et al 2010a,Arecaceae,Cocos nucifera
2582,16SrXIV A,plant,India,Sumi et al 2015,Arecaceae,Elaeis guineensis
2583,16SrIX ,plant,India,Sumi et al 2015,Arecaceae,Elaeis guineensis
2584,16SrI B,plant,India,Azadvar et al 2012,Arecaceae,Elaeis guineensis
2585,16SrII D,plant,India,Saeed et al 2015,Acanthaceae,Andrograpgis paniculata
2586,16SrII ,plant,India,Kumar et al 2012,Acanthaceae,Barleria prionitis
2587,16SrVI D,plant,India,Kumar & Rao 2017,Cannabaceae,Cannabis sativa
2588,16SrI B,plant,India,Nabi et al 2015b,Cannabaceae,Cannabis sativa
2589,16SrXIV A,plant,India,Chaube et al 2015a,Cannabaceae,Cannabis sativa
2590,16SrII D,plant,India,Madhupriya & Rao 2014b,Poaceae,Cymbopogon gigantea
2591,16SrII C,plant,India,Samad et al 2002b,Apiaceae,Foeniculum vulgare
2592,16SrI ,plant,India,Samad et al 2004,Phyllanthaceae,Phyllanthus amarus
2593,16SrI ,plant,India,Chaube et al 2015b,Phyllanthaceae,Phyllanthus niruri
2594,16SrI ,plant,India,Adkar-Purushothama et al 2009,Piperaceae,Piper nigrum
2595,16SrI ,plant,India,Chaube et al 2014,Portulacaceae,Portulaca oleracea
2596,16SrVI D,plant,India,Kumar & Rao 2017,Portulacaceae,Portulaca oleracea
2597,16SrVI ,plant,India,Samad et al 2011b,Apiaceae,Trachyspermum ammi
2598,16SrII ,plant,India,Madhupriya & Rao 2014b,Apocynaceae,Tylophora indica
2599,16SrIV C,plant,India,Samad et al 2006,Solanaceae,Withania somnifera
2600,16SrII ,plant,India,Kumar et al 2012b,Cycadaceae,Cycas revoluta
2601,16SrII C,plant,India,Yadav et al 2016b,Poaceae,Dendrocalamus strictus
2602,16SrI ,plant,India,unpublished,Solanaceae,Nicotiana tabacum
2603,16SrII ,plant,India,Kumar et al 2012b,Zamiaceae,Zamia furfuracea
2604,16SrI H,plant,India,Raj et al 2009c,Amaranthaceae,Achyranthes aspera
2605,16SrI B,plant,India,Tiwari et al 2017b,Euphorbiaceae,Aclypha indica
2606,16SrI ,plant,India,Tiwari et al 2012b,Asteraceae,Ageratum conyzoides
2607,16SrI B,plant,India,Tiwari et al 2015a,Poaceae,Arundo donax
2608,16SrVI ,plant,India,Priya et al 2010,Apocynaceae,Calotropis gigantea
2609,16SrII D,plant,India,Thorat et al 2016a,Cleomaceae,Cleome viscosa
2610,16SrI ,plant,India,Biswas et al 2014b,Malvaceae,Corchorus olitorius
2611,16SrI B,plant,India,Kumar et al 2010a,Fabaceae,Crotalaria sp.
2612,16SrII D,plant,India,Yadav et al 2016b,Fabaceae,Crotalaria sp.
2613,16SrVI ,plant,India,Madhupriya et al 2016,Fabaceae,Croton bonplandianum
2614,16SrVI ,plant,India,Singh et al 2012,Solanaceae,Datura stramonium
2615,16SrXIV ,plant,India,Rao et al 2009,Poaceae,Dichanthium annulatum
2616,16SrXIV ,plant,India,Mall et al 2015,Poaceae,Eleusine indaca
2617,16SrII ,plant,India,unpublished,Gentianaceae,Enicostemma littorale
2618,16SrI ,plant,India,unpublished,Malvaceae,Gossypium hirsutum
2619,16SrI ,plant,India,unpublished,Euphorbiaceae,Jatropha curcus
2620,16SrI B,plant,India,Rao et al 2017e,Lamiaceae,Ocimum canum
2621,16SrII ,plant,India,unpublished,Pedaliaceae,Pedalium murex
2622,16SrI ,plant,India,unpublished,Poaceae,Phalaris sp.
2623,16SrV ,plant,India,unpublished,Asteraceae,Pluchea indaca
2624,16SrII C,plant,India,Thorat et al 2016a,Boraginaceae,Trichodesma zeylanicum
2625,16SrXIV A,plant,India,Singh et al 2013,Ranunculaceae,Rannuculus sceleratus
2626,16SrI ,plant,India,unpublished,Salvadoraceae,Salvadora persica
2627,16SrII M,plant,India,Yadav et al 2014,Fabaceae,Tephrosia purpurea
2628,16SrXIV ,plant,Sudan,Cronje et al 2000,Arecaceae,Phoenix dactylifera
2629,16SrXXI A,plant,Germany,Schneider et al 2005,Pinaceae,Pinus silvestris
2630,16SrXXI A,plant,Spain,Schneider et al 2005,Pinaceae,Pinus halepensis
2631,16SrXII ,plant,Bolivia,Jones et al 2005,Rosaceae,Prunus persicae
2632,16SrX C,plant,Bosnia-Herzegovina,Duduk et al 2005,Rosaceae,Pyrus communis
2633,16SrXII A,plant,Serbia,Mitrovic et al 2016,Lamiaceae,Mentha x piperita
2634,16SrXII A,plant,Bulgaria,Avramov et al 2008,Vitaceae,Vitis vinifera
2635,16SrI ,plant,United Kingdom,Reeder et al 2010,Rosaceae,Rubus fruticosus
2636,16SrIX B,plant,Iran,Salehi et al 2007,Asteraceae,Lactuca sativa
2637,16SrVI ,plant,Iran,Babaie et al 2007,Apocynaceae,Asclepias curassavica
2638,16SrVI ,plant,Iran,Babaie et al 2007,Amaranthaceae,Celosia argentea
2639,16SrI C,plant,Iran,Babaie et al 2007,Plumbaginaceae,Limonium sinuatum
2640,16SrI B,plant,Iran,Babaie et al 2007,Apocynaceae,Gomphocarpus physocarpus
2641,16SrI B,plant,Iran,Babaie et al 2007,Asteraceae,Tanacetum parthenium
2642,16SrI B,plant,Iran,Babaie et al 2007,Asteraceae,Lactuca serriola
2643,16SrI B,plant,Iran,Babaie et al 2007,Asteraceae,Tagetes patula
2644,16SrI B,plant,Iran,Babaie et al 2007,Asteraceae,Coreopsis lanceolata
2645,16SrI A,plant,Iran,Babaie et al 2007,Apocynaceae,Catharanthus roseus
2646,16SrI A,plant,Iran,Babaie et al 2007,Asteraceae,Rudbeckia hirta
2647,16SrIII ,plant,Italy,Paltrinieri et al 1998,Cupressaceae,Cupressus sp.
2648,16SrIII ,plant,Italy,Paltrinieri et al 1998,Salicaceae,Salix sp.
2649,16SrVII A,plant,Chile,Arismendi et al 2010,Ericaceae,Gaultheria phillyreifolia
2650,16SrIX B,plant,Puerto Rico,Caicedo et al 2015,Fabaceae,Citrus spp.
2651,16SrI ,plant,Japan,Namba 1996,Ranunculaceae,Anemone coronaria
2652,16SrI B,plant,Japan,Namba 1996,Apiaceae,Bupleurum falcatum
2653,16SrIII A,plant,Japan,Namba 1996,Apiaceae,Daucus carota
2654,16SrIII A,plant,Japan,Namba 1996,Apiaceae,Apium graveolens
2655,16SrIII A,plant,Japan,Namba 1996,Asteraceae,Callistephus chinensis
2656,16SrI B,plant,Japan,Namba 1996,Asteraceae,Senecio x hybridus
2657,16SrI B,plant,Japan,Namba 1996,Asteraceae,Cosmos bipinnatus
2658,16SrIII A,plant,Japan,Namba 1996,Geraniaceae,Pelargonium x hortorum
2659,16SrI B,plant,Japan,Tanaka et al 2007,Ranunculaceae,Consolida ambigua
2660,16SrIII A,plant,Japan,Namba 1996,Ranunculaceae,Glaucidium palmatum
2661,16SrI B,plant,Japan,Kusunoki et al 2002,Rhamnaceae,Hovenia tomentella
2662,16SrI B,plant,Japan,Namba 1996,Papaveraceae,Papaver nudicaule
2663,16SrI B,plant,Japan,Namba 1996,Asteraceae,Argyranthemum frutescens
2664,16SrIII A,plant,Japan,Namba 1996,Solanaceae,Solanum tuberosum
2665,16SrI B,plant,Japan,Shiomi et at 1999,Plumbaginaceae,Limonium sp.
2666,16SrI B,plant,Japan,Namba 1996,Rosaceae,Fragaria x ananassa
2667,16SrII B,plant,Japan,Namba 1996,Convolvulaceae,Ipomoea batatas
2668,16SrIII A,plant,Japan,Namba 1996,Solanaceae,Lycopersicon esculentum
2669,16SrIII A,plant,Japan,Namba 1996,Araliaceae,Aralia cordata
2670,16SrI B,plant,Japan,Shiomi & Sugiura 1983,Apiaceae,Oenanthe javanica
2671,16SrI ,plant,Colombia,Granada 1979,Fabaceae,Glycine max
2672,16SrV C,plant,Italy,Angelini et al 2004,Ranunculaceae,Clematis vitalba
2673,tested negative,plant,Italy,Angelini et al 2004,Euphorbiaceae,Acalypha virginica
2674,tested negative,plant,Italy,Angelini et al 2004,Sapindaceae,Acer campestre
2675,tested negative,plant,Italy,Angelini et al 2004,Amaranthaceae,Amaranthus chlorostachys
2676,tested negative,plant,Italy,Angelini et al 2004,Amaranthaceae,Amaranthus sp.
2677,tested negative,plant,Italy,Angelini et al 2004,Asteraceae,Arctium nemorosum
2678,tested negative,plant,Italy,Angelini et al 2004,Asteraceae,Artemisia verlotorum
2679,tested negative,plant,Italy,Angelini et al 2004,Asteraceae,Artemisia vulgaris
2680,tested negative,plant,Italy,Angelini et al 2004,Lamiaceae,Ballota nigra
2681,tested negative,plant,Italy,Angelini et al 2004,Asteraceae,Bidens bipinnata
2682,tested negative,plant,Italy,Angelini et al 2004,Asteraceae,Bidens frondosa
2683,tested negative,plant,Italy,Angelini et al 2004,Convolvulaceae,Calystegia sepium
2684,tested negative,plant,Italy,Angelini et al 2004,Cannabaceae,Celtis australis
2685,tested negative,plant,Italy,Angelini et al 2004,Amaranthaceae,Chenopodium album
2686,tested negative,plant,Italy,Angelini et al 2004,Cornaceae,Cornus sanguinea
2687,tested negative,plant,Italy,Angelini et al 2004,Caryophyllaceae,Cucubalus baccifer
2688,tested negative,plant,Italy,Angelini et al 2004,Solanaceae,Datura stramonium
2689,tested negative,plant,Italy,Angelini et al 2004,Poaceae,Echinochloa crus-galli
2690,tested negative,plant,Italy,Angelini et al 2004,Celastraceae,Euonymus europaeus
2691,tested negative,plant,Italy,Angelini et al 2004,Asteraceae,Eupatorium cannabinum
2692,tested negative,plant,Italy,Angelini et al 2004,Polygonaceae,Fallopia dumetorum
2693,tested negative,plant,Italy,Angelini et al 2004,Rosaceae,Geum urbanum
2694,tested negative,plant,Italy,Angelini et al 2004,Araliaceae,Hedera helix
2695,tested negative,plant,Italy,Angelini et al 2004,Cannabaceae,Humulus lupulus
2696,tested negative,plant,Italy,Angelini et al 2004,Lamiaceae,Lamium album
2697,tested negative,plant,Italy,Angelini et al 2004,Caprifoliaceae,Lonicera japonica
2698,tested negative,plant,Italy,Angelini et al 2004,Rosaceae,Malus domestica
